administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,administrative_area_level_4,country,establishment,floor,hospital,lat,lng,locality,location_type,neighborhood,political,postal_code,postal_code_suffix,premise,route,street_number,subpremise
São Paulo,São Paulo,,,Brazil,,,IBCC UNIDADE JACANA,-23.4705912,-46.5871212,,ROOFTOP,,Vila Constança,02272-000,,,Rua Roque de Paula Monteiro,245,
São Paulo,Mauá,,,Brazil,,,UPA ZAIRA,-23.6548915,-46.4480502,,ROOFTOP,,Vila Magini,09320-796,,,Avenida Washington Luiz,1952,
São Paulo,São Caetano do Sul,,,Brazil,,,UNIDADE HOSPITALAR MUNICIPAL DE SAO CAETANO DO SUL,-23.617571,-46.556677,,ROOFTOP,,Santa Paula,09551-340,,,Rua Aurélia,257,
São Paulo,Araraquara,,,Brazil,,,MATERNIDADE GOTA DE LEITE DE ARARAQUARA,-21.7938684,-48.1788363,,ROOFTOP,,,14801-340,,,Rua Carlos Gomes,1610,
São Paulo,Mauá,,,Brazil,,,UPA VILA ASSIS,-23.6868589,-46.4600499,,ROOFTOP,,Vila Assis Brasil,09370-670,,,Avenida Dom José Gaspar,2190,
,,,,,,,UPA MAGINI CENTRO,,,,,,,,,,,,
São Paulo,São Vicente,,,Brazil,,,HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VICENTE,-23.9644434,-46.3871385,,ROOFTOP,,Centro,11310-420,,,Rua Ipiranga,370,
,,,,,,,HOSPITAL DIA SANTA RITA,,,,,,,,,,,,
São Paulo,São Paulo,,,Brazil,,,BP HOSPITAL FILANTROPICO,-23.5293447,-46.5496954,,ROOFTOP,,Penha de França,03632-040,,,Rua General Sócrates,nº 145,
São Paulo,Jundiaí,,,Brazil,,,AME AMBULATORIO MEDICO DE ESPECIALIDADES JUNDIAI,-23.1848009,-46.8857734,,ROOFTOP,,Centro,13201-000,,,Rua Rangel Pestana,531,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA CAMPO LIMPO,-23.6315871,-46.76604380000001,,ROOFTOP,,Jardim Martinica,05760-140,,,Avenida Amadeu da Silva Samelo,423,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA LAPA,-23.5242398,-46.7012527,,ROOFTOP,,Vila Romana,05041-000,,,Rua Catão,380,
São Paulo,Santos,,,Brazil,,,COMPLEXO HOSPITALAR DOS ESTIVADORES,-23.9514129,-46.322084,,ROOFTOP,,Encruzilhada,11045-910,,,Avenida Conselheiro Nébias,401,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA BRASILANDIA FO,-23.4734032,-46.6840088,,ROOFTOP,,Jardim do Tiro,02842-260,,,Rua Rui de Morais Apocalipse,2,
São Paulo,Santo André,,,Brazil,,,UPA SACADURA CABRAL,-23.6564836,-46.55779949999999,,ROOFTOP,,Vila Sacadura Cabral,09061-260,,,Rua Lauro Müler,354,
São Paulo,São Bernardo do Campo,,,Brazil,,,UPA RUDGE RAMOS,-23.6553785,-46.5742749,,ROOFTOP,,Rudge Ramos,09624-070,,,Rua Ângela Tomé,256,
São Paulo,Santo André,,,Brazil,,,UPA JARDIM SANTO ANDRE,-23.7072412,-46.4957348,,ROOFTOP,,Jardim Santo André,09132-150,,,Rua Tom Jobim,396,
São Paulo,São Bernardo do Campo,,,Brazil,,,UPA ALVES DIAS ASSUNCAO,-23.724438,-46.5770485,,ROOFTOP,,Jardim Colonial,09850-305,,,Avenida Humberto de Alencar Castelo Branco,4169,
São Paulo,Jales,,,Brazil,,,HOSPITAL DE AMOR JALES,-20.2617243,-50.5578328,,ROOFTOP,,Vila Maria,15706-396,,,Avenida Francisco Jalles,3737,
Bogotá,,,,Colombia,,,UPA CENTRO,4.622733999999999,-74.09164299999999,Bogotá,ROOFTOP,Cundinamarca,Puente Aranda,111611,,,Calle 19,3494,
São Paulo,São Bernardo do Campo,,,Brazil,,,UPA SILVINA,-23.7272123,-46.5486045,,ROOFTOP,,Ferrazópolis,09790-400,,,Avenida Doutor José Fornari,509,
São Paulo,Ourinhos,,,Brazil,,,AME AMBULATORIO MEDICO DE ESPECIALIDADES DE OURINHOS,-22.94925,-49.8969572,,ROOFTOP,,Jardim das Paineiras,19910-206,,,Avenida Vitalina Marcusso,1550,
São Paulo,São Bernardo do Campo,,,Brazil,,,PRONTO SOCORRO CENTRAL,-23.7154563,-46.5556394,,ROOFTOP,,Centro,09720-375,,,Rua Secondo Modolin,490,
São Paulo,São Miguel Arcanjo,,,Brazil,,,HOSPITAL SAO MIGUEL ARCANJO,-23.8734668,-47.9995023,,ROOFTOP,,Centro,18230-000,,,Rua Tadashi Takenaka,100,
São Paulo,Sorocaba,,,Brazil,,,HOSPITAL OFTALMOLOGICO SOROCABA UNID OTORRINOLARINGOLOGIA,-23.5154692,-47.4601693,,ROOFTOP,,Jardim Emilia,18031-060,,,Praça Nabek Shiroma,210,
São Paulo,São Vicente,,,Brazil,,,HOSPITAL DR OLAVO HORNEAUX DE MOURA SAO VICENTE,-23.9499347,-46.4597761,,ROOFTOP,,Conjunto Residencial Humaitá,11349-000,,,R. Alfredo Shamas,s/nº,
São Paulo,São Bernardo do Campo,,,Brazil,,,HOSPITAL DE CLINICAS MUNICIPAL,-23.7330826,-46.5785008,,ROOFTOP,,Assunção,09850-550,,,Estrada dos Alvarengas,1001,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA M BOI MIRIM II,-23.6663751,-46.7363112,,ROOFTOP,,Jardim Santa Josefina,05819-080,,,Rua Philippe de Vitry,280,
São Paulo,São Paulo,,,Brazil,,,HORA CERTA MOVEL CIRURGICO CIES,-23.6446504,-46.7018913,,ROOFTOP,,Santo Amaro,04750-001,,,Rua Doutor Antônio Bento,711,
São Paulo,Ribeirão Preto,,,Brazil,,,HOSPITAL DE RETAGUARDA FRANCISCO DE ASSIS RIBEIRAO PRETO,-21.1848513,-47.8431188,,ROOFTOP,,Solar Boavista,14030-635,,,Rua Manoel Egydio dos Santos,53,
São Paulo,Mogi das Cruzes,,,Brazil,,,HOSP MUN DE MOGI DAS CRUZES PREF WALDEMAR COSTA FILHO,-23.540887,-46.22113299999999,,ROOFTOP,,Vila Lavinia,08740-300,,,Rua Guttermann,577,
São Paulo,Guarujá,,,Brazil,,,INST DE INFECT EMILIO RIBAS II BAIXADA SANTISTA,-23.950143,-46.291301,,ROOFTOP,,Sítio Paecara (Vicente de Carvalho),11460-200,,,Rua São Miguel,760,
Tocantins,Palmas,,,Brazil,,,INSTITUTO DA VISAO,-10.2104209,-48.32642999999999,,GEOMETRIC_CENTER,,Plano Diretor Sul,,,,,,
São Paulo,Jundiaí,,,Brazil,,,HOSPITAL REGIONAL DE JUNDIAI,-23.1824286,-46.8899581,,GEOMETRIC_CENTER,,Centro,13201-625,,,Avenida Professor Luiz Rosa,,
São Paulo,Caieiras,,,Brazil,,,HOSPITAL ESTADUAL DE CAIEIRAS,-23.3666969,-46.7504909,,ROOFTOP,,Centro,07700-600,,,Rua Flávio Augusto de Moares,100,
São Paulo,Ribeirão Preto,,,Brazil,,,CANTINHO DO CEU RIBEIRAO PRETO,-21.145792,-47.8092974,,ROOFTOP,,Vila Albertina,14060-190,,,Rua Rio Verde,357,
,,,,,,,PS JOSE IBRAHIN,,,,,,,,,,,,
State of São Paulo,Limeira,,,Brazil,,,HOL SERVICOS MEDICOS OFTALMOLOGICOS SS LIMEIRA,-22.5838264,-47.4097695,Limeira,APPROXIMATE,,,,,,,,
,,,,,,,HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO,,,,,,,,,,,,
São Paulo,Campos do Jordão,,,Brazil,,,COMPLEXO MUNICIPAL DE SAUDE,-22.7431278,-45.6249349,,ROOFTOP,,Jardim Panorama,12460-000,,,Rua Harry M. Levin,700,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA VILA GUILHERME VILA MARIA,-23.5162683,-46.6053681,,ROOFTOP,,Vila Guilherme,02054-100,,,Rua João Ventura Batista,615,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA REDE HORA CERTA DA CAPELA DO SOCORRO,-23.7294839,-46.7119602,,ROOFTOP,,Jardim das Imbuias,04829-310,,,Rua Cássio de Campos Nogueira,2031,
São Paulo,Luiziânia,,,Brazil,,,UNIDADE MISTA DE ATENDIMENTO A SAUDE DE LUIZIANIA,-21.6748547,-50.3271799,,ROOFTOP,,,16340-000,,,Praça Benedito Claudio,135,
São Paulo,Jaboticabal,,,Brazil,,,HOSPITAL SAO MARCOS JABOTICABAL,-21.2615987,-48.3054567,,ROOFTOP,,Jardim Sao Marcos I,14887-242,,,Avenida Aristídes Belodi,100,
São Paulo,Sorocaba,,,Brazil,,,CIES GLOBAL SOROCABA,-23.4470623,-47.4903765,,ROOFTOP,,Jardim Sao Guilherme,18074-650,,,Rua Belmiro Moreira Soares,1100,
Florida,Miami-Dade County,,,United States,,,CIES GLOBAL III,25.7588823,-80.37683299999999,Miami,ROOFTOP,,,33199,,,Southwest 8th Street,11200,
Georgia,Cobb County,,,United States,,,CIES GLOBAL II,33.9714254,-84.5468678,Marietta,ROOFTOP,,,30060,,,Canton Road Northeast,780,#205
São Paulo,Piracicaba,,,Brazil,,,HOSPITAL REGIONAL DE PIRACICABA,-22.7612469,-47.5840123,,ROOFTOP,,Santa Rita,13423-227,,,Avenida Antônio Elias,1000,
State of São Paulo,Sorocaba,,,Brazil,,,HOSPITAL REGIONAL DE SOROCABA,-23.5268433,-47.5181614,,GEOMETRIC_CENTER,,,,,,,,
São Paulo,São José dos Campos,,,Brazil,,,HOSPITAL REGIONAL DE SAO JOSE DOS CAMPOS,-23.2385319,-45.9075462,,ROOFTOP,,Parque Industrial,12235-625,,,Rua Goiânia,345,
,,,,,,,HOSPITAL REGIONAL DE REGISTRO REGISTRO,,,,,,,,,,,,
